scene	code_index	source	jp_text	en_text	zh_text	original_controls	pc_status	match_kind
SEEN0429	132	pc-safe	`春原@「ほら、こいつが僕の妹の芽衣さ」	`Sunohara@Over here. This is my little sister, Mei.	`春原@「看吧，这家伙是我的妹妹芽衣」		equal-segment	same-scene-sequence
SEEN0429	148	pc-safe	`＊Ｂ@「芽衣ちゃんか…」	`＊Ｂ@So you're Mei-chan...	`＊Ｂ@「芽衣啊…」		equal-segment	same-scene-sequence
SEEN0429	150	pc-safe	`＊Ｂ@「エキストラ？」	`＊Ｂ@Are you her stand-in?	`＊Ｂ@「你请的临时演员？」		equal-segment	same-scene-sequence
SEEN0429	166	pc-safe	`春原@「本物だってのっ!!」	`Sunohara@No, she's the real thing!!	`春原@「是她本人啦！！」		equal-segment	aggressive-between-anchors
SEEN0429	182	pc-safe	`春原@「ほら、おまえからも言ってやれよ。僕の妹だってさっ」	`Sunohara@C'mon, you tell him yourself. You're my little sister.	`春原@「喂，你也来告诉他，你是我的妹妹」		equal-segment	same-scene-sequence
SEEN0429	198	pc-safe	`芽衣@「いちお、そうなってます」	`Mei@I guess that's true.	`芽衣@「大致是这样的」		equal-segment	same-scene-sequence
SEEN0429	214	pc-safe	`芽衣@「兄がいつもお世話になっております」	`Mei@Thank you for always taking care of my brother.	`芽衣@「哥哥一直承蒙你照顾了」		equal-segment	same-scene-sequence
SEEN0429	230	pc-safe	深々と頭を下げた。	She bows deeply.	她对我深深低头鞠躬。		equal-segment	same-scene-sequence
SEEN0429	232	pc-safe	`＊Ｂ@「あ、ああ…」	`＊Ｂ@Uh, yeah...	`＊Ｂ@「啊，是吗…」		equal-segment	same-scene-sequence
SEEN0429	234	pc-safe	春原だけ、違う環境で育てられたのだろうか…。あるいは、逆か…。それとも、腹違いか…。	Could it be that Sunohara was raised on his own in a different environment...? Or maybe the opposite...? Or could it be that they're from different mothers...?	难道说，只有春原是在不同的环境中长大的吗…或者相反。要不然就是…同父异母吗…		equal-segment	same-scene-sequence
SEEN0429	236	pc-safe	あるいは、春原は捨て子で、物心つくまで、山で猿に育てられていたとか…。	Or maybe Sunohara was an abandoned child who was raised from infancy by monkeys in the mountains...	也许，春原是被丢弃的孩子，到懂事之前为止，是被山上的猿猴养大的…		equal-segment	same-scene-sequence
SEEN0429	238	pc-safe	そうか、そうだったのか…。	Huh... I see now...	对啊，是这样啊…		equal-segment	same-scene-sequence
SEEN0429	240	pc-safe	ああ、今、俺の中で、春原という人間の謎が氷解した。	Yeah. All the mysteries surrounding Sunohara I had wondered about just now melted away.	哈，现在我的脑子里，这个名叫春原的人的身世之谜终于解开了。		equal-segment	same-scene-sequence
SEEN0429	242	pc-safe	`＊Ｂ@「おまえもさ…大変だったんだな」	`＊Ｂ@You must have had it tough too...	`＊Ｂ@「你…也不容易啊」		equal-segment	same-scene-sequence
SEEN0429	258	pc-safe	`春原@「なんで哀れみの目で見られてるのか、よくわかんないですけど…」	`Sunohara@I don't quite understand why you're looking at me with pity in your eyes...	`春原@「不明白你为什么用这种怜悯的眼光看着我…」		equal-segment	same-scene-sequence
SEEN0429	274	pc-safe	`芽衣@「なんか、さすがおにいちゃんの友達ってカンジ」	`Mei@I guess I see how you're my brother's friend.	`芽衣@「确实有种不愧是我哥的朋友的感觉」		equal-segment	same-scene-sequence
SEEN0429	290	pc-safe	`芽衣@「ちょっとヘンですよね」	`Mei@You're kind of weird.	`芽衣@「有点怪怪的」		equal-segment	same-scene-sequence
SEEN0429	293	pc-safe	………。	......	………。			nonverbal-preserved
SEEN0429	295	pc-safe	…春原の妹にヘンって言われた…	...Sunohara's little sister called me ❝weird❞...	…被春原的妹妹说成是怪怪的…		equal-segment	same-scene-sequence
SEEN0429	297	pc-safe	…ヘンって言われた…	...She called me ❝weird❞...	…被说成了怪怪的…		equal-segment	same-scene-sequence
SEEN0429	299	pc-safe	…言われた…	...❝Weird❞...	…被说成了…		equal-segment	same-scene-sequence
SEEN0429	315	pc-safe	`芽衣@「ありゃ、失言でしたか。失礼」	`Mei@Oops, did I misspeak? I'm sorry.	`芽衣@「哎呀，我说错话了吗。真是失礼」		equal-segment	same-scene-sequence
SEEN0429	333	pc-safe	`芽衣@「でも、おにいちゃんと違ってカッコイイですね。学校ではモテモテですか」	`Mei@But unlike my brother, you're cool. Are you popular with girls at school?	`芽衣@「不过，和哥哥不同的是你很帅啊。你在学校里很受欢迎吗」		equal-segment	same-scene-sequence
SEEN0429	349	pc-safe	`春原@「んー、どうかな～。＊Ａも女ウケはいいけどさ、どっちかっていうと、僕のほうがモテてるかな？」	`Sunohara@Hmm, I dunno... ＊Ａ doesn't do bad for himself, but if you had to choose one of us, I'd say I'm more popular with the ladies.	`春原@「嗯─，该怎么说呢。虽然＊Ａ也很受女生欢迎，不过相比之下，还是我更受欢迎吧？」		equal-segment	same-scene-sequence
SEEN0429	365	pc-safe	`芽衣@「え？　ほんとぅ？」	`Mei@Huh? Really?	`芽衣@「咦？真的吗？」		equal-segment	same-scene-sequence
SEEN0429	381	pc-safe	`芽衣@「そうなんですか、＊Ａさん」	`Mei@Is that true, ＊Ａ-san?	`芽衣@「是这样吗，＊Ａ」		equal-segment	same-scene-sequence
SEEN0429	383	pc-safe	`＊Ｂ@「…え？」	`＊Ｂ@...Huh?	`＊Ｂ@「…啊？」		equal-segment	same-scene-sequence
SEEN0429	385	pc-safe	ショックのあまり、聞いてなかった。	I was in too much of a state of shock to be listening.	受刚才的打击之余，我一直没在听。		equal-segment	same-scene-sequence
SEEN0429	387	pc-safe	`芽衣@「おにいちゃん、学校でモテてるんですか？」	`Mei@Is my big brother popular with girls at school?	`芽衣@「哥哥他在学校里很受欢迎吗？」		anchor	same-scene-sequence
SEEN0429	389	pc-safe	`＊Ｂ@「いや、ぜんぜんモテてないけど。どちらかというと嫌われ者だけどさ、それがどうかしたか？」	`＊Ｂ@No, not one bit. In fact, I'd say he's hated by them. Why do you ask?	`＊Ｂ@「不，根本不受欢迎。不如说是一个惹人讨厌的家伙，这有什么问题吗？」		equal-segment	same-scene-sequence
SEEN0429	405	pc-safe	`春原@「素で、そんなヒドイこと言うなよっ！」	`Sunohara@Don't be so straightforward when you say mean things like that!	`春原@「胡说八道，别说得那么严重！」		equal-segment	same-scene-sequence
SEEN0429	421	pc-safe	`芽衣@「やっぱり…」	`Mei@That's what I thought...	`芽衣@「果然…」		equal-segment	same-scene-sequence
SEEN0429	437	pc-safe	`芽衣@「でも、まあ、こうして、草野球をしてるんだし、前向きにはなってるからいいか」	`Mei@But he is playing grass-lot baseball like this. It's good that he's more positive now.	`芽衣@「不过，像这样来打业余棒球，变得积极上进还是很好的」		equal-segment	same-scene-sequence
SEEN0429	439	pc-safe	`春原@「ああ、今日は、ウルトラカッコイイ兄の姿を見せてやるぜ」	`Sunohara@Yeah. I'm gonna show you just how ultra-cool your older brother is today!	`春原@「好吧，今天就让你看看你超级有型的哥哥的英姿吧」		anchor	same-scene-sequence
SEEN0429	455	pc-safe	`芽衣@「ああ…芳野祐介さんに会えるなんて…夢みたい」	`Mei@Yeah... to think that I'm going to be able to meet Yusuke Yoshino... it's like a dream.	`芽衣@「啊…能见到芳野佑介了…好像做梦一样」		equal-segment	same-scene-sequence
SEEN0429	457	pc-safe	兄の言うことは、すでに聞いていなかった。	She's already stopped listening to what her brother is saying.	早就不在听哥哥说的话了。		equal-segment	same-scene-sequence
SEEN0429	497	pc-safe	試合は、なぜか学校のグラウンドで行われることになっていた。	For some reason, the match is being played on our school's athletic grounds.	比赛因为种种原因决定在学校的操场进行。		equal-segment	same-scene-sequence
SEEN0429	499	pc-safe	`＊Ｂ@「許可取ってんのかな…」	`＊Ｂ@Did they get permission for this...?	`＊Ｂ@「取得同意了吗…」		equal-segment	same-scene-sequence
SEEN0429	515	pc-safe	`春原@「ま、いいじゃん。ベースもあるしさ」	`Sunohara@Who cares, we actually get bases now!	`春原@「算了，管他的。反正垒包也有了」		equal-segment	same-scene-sequence
SEEN0429	531	pc-safe	堂々と忍び込む俺たち。	We brazenly sneak in.	我们浩浩荡荡地溜了进去。		equal-segment	same-scene-sequence
SEEN0429	533	pc-safe	グラウンドにはオッサンが仁王立ちしていた。	The old man is standing on the field, arms crossed.	大叔叉着腿站在操场上。		equal-segment	same-scene-sequence
SEEN0429	549	pc-safe	`秋生@「来たか…」	`Akio@You're here...	`秋生@「来了吗…」		equal-segment	same-scene-sequence
SEEN0429	551	pc-safe	`秋生@「期待してるぜ」	`Akio@I'm expecting a lot from you today.	`秋生@「我很期待哦」		anchor	same-scene-sequence
SEEN0429	567	pc-safe	`春原@「ああ、任せておきなって。僕がいれば、百人力だっての」	`Sunohara@Yeah, just leave it to me. I can do the work of a hundred people.	`春原@「嗯，交给我吧。只要有我在顶过百人啊」		equal-segment	same-scene-sequence
SEEN0429	583	pc-safe	`秋生@「馬鹿野郎！　野球を甘く見るんじゃねぇよ、てめぇっ！」	`Akio@Don't you dare take baseball that lightly, you freakin' idiot!	`秋生@「混蛋！别太小看棒球了！」		equal-segment	same-scene-sequence
SEEN0429	585	pc-safe	`春原@「ひぃっ」	`Sunohara@Eek!	`春原@「啊」		anchor	same-scene-sequence
SEEN0429	601	pc-safe	`秋生@「もう一度、同じこと言ってみろ…はったおすからな」	`Akio@Say that again and I'll lay the beatdown on ya.	`秋生@「你再说一遍试试…打到你趴下」		equal-segment	same-scene-sequence
SEEN0429	617	pc-safe	`春原@「は、はいっ」	`Sunohara@Y-Yes, sir!	`春原@「是，知道了」		equal-segment	same-scene-sequence
SEEN0429	633	pc-safe	`春原@（つか、すげぇコワイんですけど…）	`Sunohara@(Hey, this guy is terrifying...)	`春原@（我说，这个人还真是可怕…）		equal-segment	same-scene-sequence
SEEN0429	635	pc-safe	春原が俺に耳打ちをしてくる。	Sunohara whispers into my hear.	春原凑到我耳边说。		equal-segment	same-scene-sequence
SEEN0429	637	pc-safe	`＊Ｂ@（まぁな…野球はチームプレイだということを身をもって知った人だからな…）	`＊Ｂ@(Well... he is a man who learned firsthand that baseball is a team game...)	`＊Ｂ@（还好啦…因为他是个把棒球是团队运动切记于心的人嘛…）		equal-segment	same-scene-sequence
SEEN0429	653	pc-safe	`秋生@「なに、コソコソ話してんだよ…」	`Akio@What're you two whispering about...?	`秋生@「你们在那偷偷摸摸说些什么呢…」		equal-segment	same-scene-sequence
SEEN0429	655	pc-safe	`＊Ｂ@「いや…その、野球はチームプレイだよなって」	`＊Ｂ@Er... Um, just that baseball is all about teamwork.	`＊Ｂ@「呃…我说那个，棒球是个团队运动」		equal-segment	same-scene-sequence
SEEN0429	671	pc-safe	`秋生@「ああ、その通りだ」	`Akio@Yeah, that's exactly right.	`秋生@「嗯，正是这样」		equal-segment	same-scene-sequence
SEEN0429	673	pc-safe	`秋生@「おまえ、いいこと言うじゃねぇか、後で小遣い１００円やろう」	`Akio@You say some smart stuff sometimes, kid. I'll give you a shiny 100 yen coin for that later.	`秋生@「你说得不错，过后给你１００日元零花钱」		anchor	same-scene-sequence
SEEN0429	675	pc-safe	`＊Ｂ@「そりゃどうも」	`＊Ｂ@I appreciate it.	`＊Ｂ@「这可多谢了」		equal-segment	same-scene-sequence
SEEN0429	691	pc-safe	`秋生@「ふん…」	`Akio@Hmph...	`秋生@「哼…」		equal-segment	same-scene-sequence
SEEN0429	707	pc-safe	オッサンが再び腕組みし、前を向く。	The old man crosses his arms again and looks forward.	大叔再次把两手交叉在胸前，向前走去。		equal-segment	same-scene-sequence
SEEN0429	709	pc-safe	その先から歩いてくるのは、智代。	Walking toward him is Tomoyo.	智代从前面走来。		equal-segment	same-scene-sequence
SEEN0429	725	pc-safe	`智代@「よろしくな」	`Tomoyo@Good luck today.	`智代@「请多关照」		equal-segment	same-scene-sequence
SEEN0429	741	pc-safe	`秋生@「ああ、こちらこそ」	`Akio@Yeah, same to you.	`秋生@「嗯，彼此」		equal-segment	same-scene-sequence
SEEN0429	757	pc-safe	その後ろから、藤林姉妹。	Behind her are the Fujibayashi twins.	然后是藤林姐妹。		equal-segment	same-scene-sequence
SEEN0429	773	pc-safe	`春原@「妹のほうもついて来たんだ」	`Sunohara@The younger one came too.	`春原@「妹妹也跟着一起来了吗」		equal-segment	same-scene-sequence
SEEN0429	789	pc-safe	`杏@「どうも。この人ね…」	`Kyou@Hello. So you're the guy...	`杏@「请多关照。是这个人啊…」		equal-segment	same-scene-sequence
SEEN0429	791	pc-safe	杏が足を止め、オッサンを見上げる。	Kyou stops and looks up at the old man.	杏停住脚步，抬头看着大叔。		equal-segment	same-scene-sequence
SEEN0429	807	pc-safe	`秋生@「いい目してやがるな」	`Akio@You've got a good look in your eyes.	`秋生@「眼睛很有神啊」		equal-segment	same-scene-sequence
SEEN0429	823	pc-safe	`杏@「当然よ。やるからには、本気よ」	`Kyou@Of course. I don't mess around once I decide to do something.	`杏@「当然啦。从我决定要干开始就是认真的」		equal-segment	same-scene-sequence
SEEN0429	825	pc-safe	`杏@「で、こっちは応援」	`Kyou@She'll be cheering us on.	`杏@「还有，这个是来加油的」		anchor	same-scene-sequence
SEEN0429	827	pc-safe	妹の藤林の肩を叩いた。	Kyou claps the shoulder of the younger Fujibayashi sister.	她敲了一下藤林妹妹的肩膀。		equal-segment	same-scene-sequence
SEEN0429	843	pc-safe	`椋@「あ…お願いします…」	`Ryou@N-Nice to meet you...	`椋@「啊…请多关照…」		equal-segment	same-scene-sequence
SEEN0429	859	pc-safe	`秋生@「ああ。応援席はあっちだ」	`Akio@Ah. The supporters' section is over there.	`秋生@「嗯。声援席在那边」		equal-segment	same-scene-sequence
SEEN0429	875	pc-safe	オッサンが顎で指した先…ベンチに、ふたりの女性が並んで座っていた。	The old man points with his chin... to benches where two women sit side-by-side.	大叔用下巴指了指那里…长凳上，两个女性并排坐着。		equal-segment	same-scene-sequence
SEEN0429	892	pc-safe	`早苗@「こちらに、どうぞ～」	`Sanae@Come right this way!	`早苗@「请坐这儿～」		equal-segment	same-scene-sequence
SEEN0429	894	pc-safe	早苗さんだった…。	It's Sanae-san...	是早苗…		equal-segment	same-scene-sequence
SEEN0429	910	pc-safe	隣には、古河の奴もいる。	Next to her is Furukawa too.	旁边还有古河那家伙。		equal-segment	same-scene-sequence
SEEN0429	912	pc-safe	俺と目が合うと、飛び上がるように立ち上がって、礼をした。	When our eyes meet, she leaps up and bows.	与我的视线交会后，她跳着一样的站了起来，行了个礼。		equal-segment	same-scene-sequence
SEEN0429	914	pc-safe	俺は軽く手を振ってやる。	I casually wave my hand at her.	我轻轻地挥了下手。		equal-segment	same-scene-sequence
SEEN0429	916	pc-safe	嬉しそうに、振り返してくる。	She cheerfully waves back.	她似乎很高兴地回我以挥手。		equal-segment	same-scene-sequence
SEEN0429	932	pc-safe	`椋@「ええと…」	`Ryou@Umm...	`椋@「那个…」		equal-segment	same-scene-sequence
SEEN0429	948	pc-safe	`秋生@「遠慮すんな。妻の早苗と、娘の渚だ」	`Akio@Don't be shy. That's my wife, Sanae, and my daughter, Nagisa.	`秋生@「不用客气。那是我的妻子早苗和女儿渚」		equal-segment	same-scene-sequence
SEEN0429	964	pc-safe	`椋@「それでは、お邪魔してきます…」	`Ryou@I hope you don't mind me intruding, then...	`椋@「那么，打扰了…」		equal-segment	same-scene-sequence
SEEN0429	980	pc-safe	`椋@「じゃあね、お姉ちゃん…」	`Ryou@See you, onee-chan...	`椋@「再见，姐姐…」		equal-segment	same-scene-sequence
SEEN0429	996	pc-safe	藤林がよそよそしい足取りで歩いていった。	Fujibayashi walks off with tense, formal steps.	藤林迈着无力的脚步走了过去。		equal-segment	same-scene-sequence
SEEN0429	1014	pc-safe	`女性@「こちらに、どうぞ～」	`Woman@Come right this way!	`女性@「请坐这边～」		equal-segment	same-scene-sequence
SEEN0429	1030	pc-safe	見知らぬ女性。その隣には…	A woman I don't know. Next to her is...	未曾谋面的女性。旁边的是…		equal-segment	same-scene-sequence
SEEN0429	1033	pc-safe	見覚えのある女生徒。	A girl from school I've seen before.	似曾相识的女学生。		equal-segment	same-scene-sequence
SEEN0429	1037	pc-safe	古河。	Furukawa.	古河。		equal-segment	same-scene-sequence
SEEN0429	1039	pc-safe	俺と目が合うと、飛び上がるように立ち上がって、礼をした。	When our eyes meet, she leaps up and bows.	与我的视线交会后，她跳着一样的站了起来，行了个礼。		equal-segment	same-scene-sequence
SEEN0429	1041	pc-safe	俺はぎこちなく手を振ってみた。	I clumsily wave at her.	我生硬地挥了下手。		equal-segment	same-scene-sequence
SEEN0429	1043	pc-safe	嬉しそうに、振り返してくる。	She cheerfully waves back.	她很高兴似的回我以挥手。		equal-segment	same-scene-sequence
SEEN0429	1060	pc-safe	`椋@「ええと…」	`Ryou@Umm...	`椋@「那个…」		equal-segment	same-scene-sequence
SEEN0429	1076	pc-safe	`秋生@「遠慮すんな。妻の早苗と、娘の渚だ」	`Akio@Don't be shy. That's my wife, Sanae, and my daughter, Nagisa.	`秋生@「不用客气。那是我的妻子早苗和女儿渚」		equal-segment	same-scene-sequence
SEEN0429	1092	pc-safe	`椋@「それでは、お邪魔してきます…」	`Ryou@I hope you don't mind me intruding, then...	`椋@「那么、打扰了…」		equal-segment	same-scene-sequence
SEEN0429	1108	pc-safe	`椋@「じゃあね、お姉ちゃん…」	`Ryou@See you, onee-chan...	`椋@「再见，姐姐…」		equal-segment	same-scene-sequence
SEEN0429	1124	pc-safe	藤林がよそよそしい足取りで歩いていった。	Fujibayashi walks off with tense, formal steps.	藤林迈着无力的脚步走了过去。		equal-segment	same-scene-sequence
SEEN0429	1128	pc-safe	次に現れたのは、芳野祐介。	Next to appear is Yusuke Yoshino.	接着出现的，是芳野佑介。		equal-segment	same-scene-sequence
SEEN0429	1144	pc-safe	`芽衣@「本物だぁーッ！」	`Mei@It's really him!!	`芽衣@「是真人耶─！」		equal-segment	same-scene-sequence
SEEN0429	1146	pc-safe	待ってましたといわんばかりに、芽衣ちゃんが黄色い声をあげる。	Mei-chan shrieks, as if she was waiting for this exact moment.	佑介刚说『久等了』，芽衣就发出尖叫声。		equal-segment	same-scene-sequence
SEEN0429	1162	pc-safe	だが、緊張してか、俺の背中の後ろで隠れるようにして見ているだけで、近づいていくようなことはなかった。	But she seems to be too nervous to approach him, practically hiding behind me as she looks on.	但是，大概是因为紧张吧，只是躲在我的背后偷偷看着，好像没有要走过去的意思。		equal-segment	same-scene-sequence
SEEN0429	1178	pc-safe	`春原@「ファンなんだろ。触ったり、抱きついたり、匂い嗅いだりしてこいよ」	`Sunohara@You're a fan of his, right? Go touch him and hug him and smell him or whatever.	`春原@「你不是他的ＦＡＮ吗。快去摸摸他、抱抱他、闻闻他的味道啊」		equal-segment	same-scene-sequence
SEEN0429	1194	pc-safe	`芽衣@「そんなことしないっ」	`Mei@I'm not doing something like that.	`芽衣@「我才不会这么做呢」		equal-segment	same-scene-sequence
SEEN0429	1196	pc-safe	どうでもいいが、春原、どうしておまえの妹はおまえじゃなくて初対面の俺の背後に隠れる。	That part doesn't matter to me, but Sunohara, why is your little sister hiding behind me ― someone she's only just met for the first time ― and not you?	这些都无所谓啦，倒是春原，为什么你妹妹要躲在我这个初次见面的人的背后而不是你背后啊。		equal-segment	same-scene-sequence
SEEN0429	1212	pc-safe	`芽衣@「ああ、もう、一緒のチームで野球できるなんて…それだけで幸せ」	`Mei@Oh, I'm in heaven just being able play baseball on the same team as him...	`芽衣@「哎呀，真高兴，能和他在一队里打棒球…单是这样就很幸福了」		equal-segment	same-scene-sequence
SEEN0429	1228	pc-safe	`春原@「もったいねぇの」	`Sunohara@What a waste.	`春原@「是求之不得吧」		equal-segment	same-scene-sequence
SEEN0429	1244	pc-safe	`芳野@「………」	`Yoshino@...	`芳野@「………」		equal-segment	same-scene-sequence
SEEN0429	1246	pc-safe	芳野祐介は、オッサンの前で足を止める。	Yusuke Yoshino stops in front of the old man.	芳野佑介在大叔面前停住了脚步。		equal-segment	same-scene-sequence
SEEN0429	1262	pc-safe	`芳野@「子供だけじゃなかったんだな」	`Yoshino@So it wasn't all kids here.	`芳野@「原来不光只有孩子啊」		equal-segment	same-scene-sequence
SEEN0429	1278	pc-safe	`秋生@「ふん…少しはまともなのが来たじゃねぇか」	`Akio@Hmph... looks like someone half-decent showed up.	`秋生@「哼…总算来了个能派上点用场的人啊」		equal-segment	same-scene-sequence
SEEN0429	1294	pc-safe	`芳野@「俺が来たのは…子供たちの思い出作りのためだ」	`Yoshino@I'm here... so that these children can make some good memories.	`芳野@「我之所以会来…是为了帮助孩子们编织美好的回忆」		equal-segment	same-scene-sequence
SEEN0429	1296	pc-safe	`芳野@「それ以外に理由はない」	`Yoshino@That's all.	`芳野@「除此之外没有别的原因」		anchor	same-scene-sequence
SEEN0429	1312	pc-safe	`秋生@「けど…思い出なら、勝って締めくくってやりたいものだな。違うか？」	`Akio@But... if it's memories you care about, then you should want to win this thing decisively. No?	`秋生@「不过…既然是编织回忆，那便应该尽力编织胜利的回忆了。不是吗？」		equal-segment	same-scene-sequence
SEEN0429	1328	pc-safe	`芳野@「………」	`Yoshino@...	`芳野@「………」		equal-segment	same-scene-sequence
SEEN0429	1344	pc-safe	`芳野@「…そうだな」	`Yoshino@...I guess you're right.	`芳野@「…是啊」		equal-segment	same-scene-sequence
SEEN0429	1360	pc-safe	オッサンの脇を通り過ぎていく。	He passes by the old man...	他从大叔身边走过。		equal-segment	same-scene-sequence
SEEN0429	1376	pc-safe	`芳野@「よぅ」	`Yoshino@Hey.	`芳野@「哟」		equal-segment	same-scene-sequence
SEEN0429	1378	pc-safe	そうして、俺たちの前までやってくる。	...And walks up to us.	就这样，他来到了我们面前。		equal-segment	same-scene-sequence
SEEN0429	1394	pc-safe	`春原@「ちっす、芳野さんっ」	`Sunohara@'Sup, Yoshino-san!	`春原@「你好，芳野」		equal-segment	same-scene-sequence
SEEN0429	1396	pc-safe	`春原@「今日は、やるっすよぉ～っ！」	`Sunohara@Let's do this today!	`春原@「今天好好大干一场吧！」		anchor	same-scene-sequence
SEEN0429	1398	pc-safe	春原が馴れ馴れしく話しかける。	Sunohara is trying too hard to make it sound like they're friends.	春原亲热地与芳野交谈着。		confirmed-gap	same-scene-sequence
SEEN0429	1414	pc-safe	ああ、芳野祐介って、いい人だ…。	Ah, what a good man you are, Yusuke Yoshino...	啊，芳野佑介可是个好人…		confirmed-gap	same-scene-sequence
SEEN0429	1416	pc-safe	ちょっと罪悪感を覚えながら…そのふたりの話す風景を見ていた。	I watch the two talk... while feeling a little guilty.	我一边感到一丝罪恶感…一边看着这两个人说话。		confirmed-gap	same-scene-sequence
SEEN0429	1435	pc-safe	`美佐枝@「おーっ、なんか人数だけは揃ってるじゃないか」	`Misae@Oh! It looks like we have the numbers we need!	`美佐枝@「哦─看来只是凑够了人而已」		confirmed-gap	same-scene-sequence
SEEN0429	1437	pc-safe	`美佐枝@「着てる服、バラバラだけどさ」	`Misae@Everyone's dressed differently, though.	`美佐枝@「穿的衣服，不成体统啊」		anchor	same-scene-sequence
SEEN0429	1453	pc-safe	`美佐枝@「なんで、制服なの？」	`Misae@Why are you wearing your school uniform?	`美佐枝@「为什么穿制服呢？」		equal-segment	same-scene-sequence
SEEN0429	1469	pc-safe	`智代@「いや、学校でやるのなら制服だろうと思って」	`Tomoyo@Well, I thought I needed to wear it because the game's at school.	`智代@「嗯，在学校打我想就穿制服了」		equal-segment	same-scene-sequence
SEEN0429	1485	pc-safe	`美佐枝@「体操服は？」	`Misae@What about your gym clothes?	`美佐枝@「体操服呢？」		equal-segment	same-scene-sequence
SEEN0429	1501	pc-safe	`智代@「あれは、格好悪い」	`Tomoyo@They don't look very cool.	`智代@「那个太难看了」		equal-segment	same-scene-sequence
SEEN0429	1517	pc-safe	`美佐枝@「あー、ウチのダサイもんねぇ」	`Misae@Yeah, the school's do look lame, don't they.	`美佐枝@「是啊─，我们学校的劣等品」		equal-segment	same-scene-sequence
SEEN0429	1534	pc-safe	`美佐枝@「ん…」	`Misae@Hmm...?	`美佐枝@「嗯…」		equal-segment	same-scene-sequence
SEEN0429	1536	pc-safe	美佐枝さんが智代の肩越しに誰かを見つける。	Misae-san sees someone from over Tomoyo's shoulder.	美佐枝越过智代的肩膀注视着谁。		equal-segment	same-scene-sequence
SEEN0429	1552	pc-safe	`美佐枝@「んんん？」	`Misae@Hmmmm?	`美佐枝@「嗯嗯嗯？」		equal-segment	same-scene-sequence
SEEN0429	1568	pc-safe	近づいていく。	She approaches us.	她走了过去。		equal-segment	same-scene-sequence
SEEN0429	1584	pc-safe	`美佐枝@「うわ、あんた、なんでこんなとこいんのっ!?」	`Misae@Ack! Why are you here?!	`美佐枝@「呜哇，你怎么会在这种地方！？」		equal-segment	aggressive-between-anchors
SEEN0429	1600	pc-safe	`芳野@「う…」	`Yoshino@Agh...	`芳野@「呃…」		equal-segment	same-scene-sequence
SEEN0429	1616	pc-safe	`春原@「なんだよ、美佐枝さん。馴れ馴れしくしないでくれない？」	`Sunohara@What's the deal, Misae-san? Stop trying to make it sound like you two know each other or something.	`春原@「什么嘛，美佐枝小姐。能不能拜托你亲热一些？」		equal-segment	same-scene-sequence
SEEN0429	1632	pc-safe	`春原@「もしかしてジェラシー？」	`Sunohara@Could it be that you're jealous?	`春原@「难道说你嫉妒了？」		equal-segment	same-scene-sequence
SEEN0429	1648	pc-safe	`美佐枝@「誰によ…」	`Misae@Of whom...?	`美佐枝@「嫉妒谁啊…」		equal-segment	same-scene-sequence
SEEN0429	1664	pc-safe	`美佐枝@「つか、あんた…今、何してんの？」	`Misae@Anyway... what are you doing here?	`美佐枝@「我说，你…现在，在干些什么呢？」		equal-segment	same-scene-sequence
SEEN0429	1680	pc-safe	`芳野@「いいだろう…なんだって」	`Yoshino@...Does it matter why?	`芳野@「干什么…都无所谓吧」		equal-segment	same-scene-sequence
SEEN0429	1696	pc-safe	`芳野@「そう言うあんたは」	`Yoshino@And are you one to talk?	`芳野@「这样说来你呢」		equal-segment	same-scene-sequence
SEEN0429	1712	pc-safe	`美佐枝@「…いいでしょ、なんだって…」	`Misae@...Does it matter why...?	`美佐枝@「…干什么，都无所谓吧…」		equal-segment	same-scene-sequence
SEEN0429	1728	pc-safe	`春原@「美佐枝さんなら、しがない男子寮の…」	`Sunohara@If you're wondering about Misae-san, she's the poor dorm mother of the boys' dor...	`春原@「要说美佐枝小姐，是在微不足道的男子宿舍里当…」		equal-segment	same-scene-sequence
SEEN0429	1744	pc-safe	ばきぃっ！	*BA-KRAK*	啪！		equal-segment	same-scene-sequence
SEEN0429	1747	pc-safe	　	　	　			nonverbal-preserved
SEEN0429	1763	pc-safe	`美佐枝@「ふふ…」	`Misae@Heh heh...	`美佐枝@「哼哼…」		equal-segment	same-scene-sequence
SEEN0429	1779	pc-safe	`芳野@「ふ…」	`Yoshino@Heh...	`芳野@「哼…」		equal-segment	same-scene-sequence
SEEN0429	1795	pc-safe	`美佐枝@「ふふふ…」	`Misae@Heheheh...	`美佐枝@「哼哼哼…」		equal-segment	same-scene-sequence
SEEN0429	1797	pc-safe	目だけで語り合っている…。	They seem to be communicating with glances alone...	只用眼神交谈…		equal-segment	same-scene-sequence
SEEN0429	1799	pc-safe	構わないでおこう…。	I think I'll stay out of this...	还是别扯进去…		equal-segment	same-scene-sequence
SEEN0429	1816	pc-safe	`＊Ｂ@「以上だけどさ」	`＊Ｂ@Well, that's it.	`＊Ｂ@「就这些人了」		equal-segment	same-scene-sequence
SEEN0429	1818	pc-safe	俺はオッサンの隣に立ってそう伝えた。	I stand next to the old man and deliver him the news.	我站在大叔身旁对他说道。		equal-segment	same-scene-sequence
SEEN0429	1834	pc-safe	`秋生@「そうか…」	`Akio@I see...	`秋生@「是吗…」		equal-segment	same-scene-sequence
