id	jp_text	en_text	zh_text	option_count	first_scene	first_code_index
217	何のつもりなのか訊く$dもう一度頼む	Ask her why she did it$dAsk her to do it again	问她为什么要这么做$d让她再来一次	2	SEEN6729	3356
218	自分を落ち着かせる$dばれなければいいと開き直る	Calm down$dDecide that it's fine as long as you're not caught	冷静点$d确定只要你没被抓就没事	2	SEEN6800	8895
219	いい$dいや、言葉以外で…	Yes$dNo, something other than words	对$d不,除了言语	2	SEEN6800_1	1787
220	エッチなこととか…$dいや、言葉でいい	Doing something dirty...$dActually, words are fine	做一些脏事...$d其实,文字是好的	2	SEEN6800_1	1990
221	誤解を解く$d好きに思わせておく	Clear up the misunderstanding$dLet them think whatever they want	清除误会$d让他们想什么都行	2	SEEN6800_1	4774
222	黙ってじっとしている$d拒否する	Stay silent and don't move$dDeny it	安静,别动$d拒绝	2	SEEN6800_1	6073
223	テレビを見る$dタンスを漁る	Watch TV$dHunt through my drawers	观看电视$d打扫我的抽屉	2	SEEN6800_1	7182
224	創立者祭$d牛追い祭り$dエプロンだけの日	Founder's Festival$dThe running of the bulls$dApron only day	创始人节$d公牛们的奔跑$d仅仅一天	3	SEEN6800_1	8001
225	模試$d牛追い祭り$dエプロンだけの日	Mock exams$dThe running of the bulls$dApron only day	模拟考试$d公牛们的奔跑$d仅仅一天	3	SEEN6800_1	8016
226	模試$dだんご追い祭り$dエプロンだけの日	Mock exams$dThe running of the dango$dApron only day	模拟考试$d丹戈的运行$d仅仅一天	3	SEEN6800_1	8207
227	別にいいけど$d反対	It's fine with me$dNo way	没关系$d不会吧	2	SEEN6800_1	10013
228	ダメじゃなくて無理$d仕方がない…	It's not too much, it's impossible$dOh, fine	不是太多,不可能的$d哦,没事	2	SEEN6800_2	4259
229	違う$d………。	No$d......	没有$d. . . . . . . . .	2	SEEN6800_2	6022
230	殴りつける$d堪える	Hit something$dHold it in	打东西$d坚持住	2	SEEN6800_2	7898
231	見に行く$dここで待つ	Go look$dWait here	去找找看吧 找找看吧 找找看$d在这里等着	2	SEEN6802_1	1098
232	呼ぶ$d呼ばない	Call out$dSay nothing	喊出来$d什么都不说	2	SEEN6803	100
233	後ろから抱きつく$d大人しくテレビを見ている	Hug her from behind$dQuietly keep watching TV	从后面抱她$d安静地看电视	2	SEEN6810	1425
234	もっと強く抱きしめてみる$d邪魔になるだろうから、このままでいる	Hold her even closer$dIt could distract her; stay like this	抱紧她$d这会分散她的注意力 保持这样	2	SEEN6810	1520
235	調べてみる$dさすがにそれは失礼だ	Find out$dNow that would be going too far	找出来$d这样太过分了	2	SEEN6810	1603
236	オッサンの秘蔵エロ本$d早苗さんの下着$dいらない	The old man's stash of dirty books$dSanae-san's underwear$dI don't need anything	那个老家伙藏的脏书$d早苗-先生的内衣$d我不需要任何东西	3	SEEN6810	3493
237	そろそろ止める$dさらに傍観	She's had enough$dKeep watching	她受够了$d继续看	2	SEEN6810	10497
238	気にしてる$d気にしていない	I do care$dI don't care	我关心$d我无所谓	2	SEEN6810	11458
239	協力する$d逃げ出す	Help him$dRun away	帮帮他$d走开	2	SEEN6811	6554
240	好き$dそういうのではなくて…	I do$dNo, it's not like that...	我当然想$d不 不是那样的...	2	SEEN7000	2629
241	立ち去る$dもう少し様子を見ている	Leave.$dSee what happens for a bit longer.	离开$d看看会发生什么 一段时间。	2	SEEN7100	78
242	正直に答える$d適当にごまかす	Answer honestly$dTry and deceive him somehow	老实回答$d试着欺骗他	2	SEEN7102	75
243	チャンネルを替える$d歌う	Change the channel$dSing	更改频道$d歌声	2	SEEN7102	135
244	同意する$dさらに続きを訊く	Agree$dAsk if there's more	商定$d问还有没有	2	SEEN7102	960
245	明後日まで待って、一緒に行く$d渚ひとりに行かせる	Wait until the day after tomorrow and go together.$dLet Nagisa go alone.	等到后天再一起去$d让渚一个人去。	2	SEEN7102	1662
246	オッサンのこと$dエッチなこと	The old man$dSomething dirty	那个老头$d脏东西	2	SEEN7200	2121
247	抱きしめる$dおはよう、と返す	Embrace her$dSay good morning back to her	拥抱她$d跟她说早安	2	SEEN7200	2630
248	藤林姉妹$dそれ以外	Fujibayashi Sisters$dGo with someone else	藤林修女会$d跟别人去	2	SEEN7400	446
249	姉$d妹	The older sister$dThe younger sister	那个姐姐$d那个妹妹	2	SEEN7400	457
250	古河にする$dそれ以外	Let's go with Furukawa$dGo with someone else	让我们去古河$d跟别人去	2	SEEN7400	1749
251	智代にする$dそれ以外	Let's go with Tomoyo$dGo with someone else	让我们去智代$d跟别人去	2	SEEN7400	2715
252	風子にする$dそれ以外	Let's go with Fuko$dGo with someone else	让我们去风子$d跟别人去	2	SEEN7400	3748
253	俺にする$dそれ以外	Let's go with me$dGo with someone else	我们跟我走$d跟别人去	2	SEEN7400	4543
254	だったらいいけど$d遠くから見るぐらいいいだろ？	Well, that's good if that's the case.$dJust taking a look from a distance shouldn't hurt, right?	好吧,如果是这样的话。$d只是从远处看一眼 应该不会疼吧?	2	SEEN7401_3	1089
255	また来ていいか訊く$dもう来ない	Ask whether I can come again$dDon't come again	问我能不能再来一次$d别再来了	2	SEEN7500	1595
256	叱ってくれるところ$d優しいところ$d戦闘力が高いところ	How you scold$dHow you're kind$dHow you have a high power level	你怎么骂人$d你这么好心$d你怎么会有这么高的功率	3	SEEN7500	3269
257	心配してくれるところ$d優しいところ$d戦闘力が高いところ	How you worry$dHow you're kind$dHow you have a high power level	你怎么这么担心?$d你这么好心$d你怎么会有这么高的功率	3	SEEN7500	3280
258	布団がいい匂いするところ$d優しいところ$d戦闘力が高いところ	How your futon smells nice$dHow you're kind$dHow you have a high power level	你的羽毛闻起来真香$d你这么好心$d你怎么会有这么高的功率	3	SEEN7500	3291
259	心配してくれるところ$d布団がいい匂いするところ$d戦闘力が高いところ	How you worry$dHow your futon smells nice$dHow you have a high power level	你怎么这么担心?$d你的羽毛闻起来真香$d你怎么会有这么高的功率	3	SEEN7500	3329
260	心配してくれるところ$d優しいところ$d布団がいい匂いするところ	How you worry$dHow you're kind$dHow your futon smells nice	你怎么这么担心?$d你这么好心$d你的羽毛闻起来真香	3	SEEN7500	3367
261	心配してくれるところ$d叱ってくれるところ$d戦闘力が高いところ	How you worry$dHow you scold$dHow you have a high power level	你怎么这么担心?$d你怎么骂人$d你怎么会有这么高的功率	3	SEEN7500	3404
262	布団がいい匂いするところ$d叱ってくれるところ$d戦闘力が高いところ	How your futon smells nice$dHow you scold$dHow you have a high power level	你的羽毛闻起来真香$d你怎么骂人$d你怎么会有这么高的功率	3	SEEN7500	3415
263	心配してくれるところ$d叱ってくれるところ$d布団がいい匂いするところ	How you worry$dHow you scold$dHow your futon smells nice	你怎么这么担心?$d你怎么骂人$d你的羽毛闻起来真香	3	SEEN7500	3490
264	叱ってくれるところ$d優しいところ$d心配してくれるところ	How you scold$dHow you're kind$dHow you worry	你怎么骂人$d你这么好心$d你怎么这么担心?	3	SEEN7500	3528
265	布団がいい匂いするところ$d優しいところ$d心配してくれるところ	How your futon smells nice$dHow you're kind$dHow you worry	你的羽毛闻起来真香$d你这么好心$d你怎么这么担心?	3	SEEN7500	3539
266	叱ってくれるところ$d布団がいい匂いするところ$d心配してくれるところ	How you scold$dHow your futon smells nice$dHow you worry	你怎么骂人$d你的羽毛闻起来真香$d你怎么这么担心?	3	SEEN7500	3575
267	叱ってくれるところ$d優しいところ$d布団がいい匂いするところ	How you scold$dHow you're kind$dHow your futon smells nice	你怎么骂人$d你这么好心$d你的羽毛闻起来真香	3	SEEN7500	3611
268	立ち去る$dゆすってみる	Leave$dTry shaking the person	离开$d试着摇晃那个人	2	SEEN7600	83
269	住所を調べて届けてやる$d破り捨てる	Find the address and give it back.$dTear it up	找到地址还给我$d撕下来	2	SEEN7600	354
270	まぁ…しょうがないな…$d宿を紹介してやる	Well... I guess it can't be helped...$dFind him to a place to stay	这个... 我想这是没办法的...$d把他找来住的地方	2	SEEN7601	2470
