scene	code_index	source	jp_text	en_text	zh_text
SEEN2511	949	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN2511	4511	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN2511	4557	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN2511	5258	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN2514	176	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN2514	606	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN2514	728	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN2514	1041	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN2514	1049	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN2514	1161	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN2514	1229	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN2514	1316	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN2514	1328	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN2514	1358	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN2514	1380	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN2514	1394	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN2514	1398	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN2514	1426	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN2514	1430	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN2514	1440	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN2514	1444	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN2514	1816	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN2514	1838	nonlexical-dialogue	`智代@「………」	`Tomoyo@...	`智代@「………」
SEEN2514	1852	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN2514	2024	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN2514	2052	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN2514	2118	nonlexical-dialogue	`＊Ｂ@「…	`＊Ｂ@...	`＊Ｂ@「…
SEEN2514	2569	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN2514	5017	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN2514	5059	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN2514	5063	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN2514	5067	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN2514	5089	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN2514	5119	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN2514	5139	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN2514	5143	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN2514	5178	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN2514	5221	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN2514	5259	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN2514	5300	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN2514	5335	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3001	3	nonlexical-dialogue	`＊Ｂ@「…？」	`＊Ｂ@...?	`＊Ｂ@「…？」
SEEN3001	567	nonlexical-dialogue	`＊Ｂ@「…？」	`＊Ｂ@...?	`＊Ｂ@「…？」
SEEN3001	998	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3001	1226	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3415	144	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3415	322	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3415	418	nonlexical-dialogue	`＊Ｂ@「…？」	`＊Ｂ@...?	`＊Ｂ@「…？」
SEEN3415	528	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3415	874	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3416	58	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3416	99	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3416	117	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3416	162	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3416	184	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3416	394	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3416	452	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3416	660	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3416	1101	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3416	1343	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3417	29	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3417	146	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3417	240	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3417	287	nonlexical-dialogue	`＊Ｂ@「Ｇｏ！」	`＊Ｂ@Go!	`＊Ｂ@「Ｇｏ！」
SEEN3417	527	nonlexical-dialogue	`＊Ｂ@「…？」	`＊Ｂ@...?	`＊Ｂ@「…？」
SEEN3417	570	nonlexical-dialogue	`＊Ｂ@「……？」	`＊Ｂ@...?	`＊Ｂ@「……？」
SEEN3417	595	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3417	723	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3417	854	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3417	892	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3417	1067	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3418	522	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3418	1046	nonlexical-dialogue	`＊Ｂ@（ｺﾞﾆｮｺﾞﾆｮ…ｺﾞﾆｮ…）	`＊Ｂ@Whisper... whisper...	`＊Ｂ@（ｺﾞﾆｮｺﾞﾆｮ…ｺﾞﾆｮ…）
SEEN3418	1064	nonlexical-dialogue	`＊Ｂ@（ｺﾞﾆｮ…ｺﾞﾆｮｺﾞﾆｮ…）	`＊Ｂ@Whisper... whisper...	`＊Ｂ@（ｺﾞﾆｮ…ｺﾞﾆｮｺﾞﾆｮ…）
SEEN3418	1068	nonlexical-dialogue	`＊Ｂ@（…ｺﾞﾆｮｺﾞﾆｮ…ｺﾞﾆｮ…ｺﾞﾆｮ…）	`＊Ｂ@*Whisper* *Whisper*	`＊Ｂ@（…ｺﾞﾆｮｺﾞﾆｮ…ｺﾞﾆｮ…ｺﾞﾆｮ…）
SEEN3418	1226	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3418	1421	nonlexical-dialogue	`杏・＊Ｂ@「………」\n$w「………」	`Kyou & ＊Ｂ@......\n$w......	`杏・＊Ｂ@「………」\n$w「………」
SEEN3418	1493	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3418	2269	nonlexical-dialogue	`杏・＊Ｂ@「………」\n$w「………」	`Kyou & ＊Ｂ@......\n$w......	`杏・＊Ｂ@「………」\n$w「………」
SEEN3418	2524	nonlexical-dialogue	`＊Ｂ@「…？」	`＊Ｂ@...?	`＊Ｂ@「…？」
SEEN3418	2896	nonlexical-dialogue	`＊Ｂ@「？」	`＊Ｂ@?	`＊Ｂ@「？」
SEEN3418	3050	nonlexical-dialogue	`＊Ｂ@「？」	`＊Ｂ@?	`＊Ｂ@「？」
SEEN3418	3227	nonlexical-dialogue	`＊Ｂ@「…？」	`＊Ｂ@...?	`＊Ｂ@「…？」
SEEN3418	3245	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3418	3482	nonlexical-dialogue	`杏・＊Ｂ@「………」\n$w「………」	`Kyou & ＊Ｂ@......\n$w......	`杏・＊Ｂ@「………」\n$w「………」
SEEN3418	3782	nonlexical-dialogue	`＊Ｂ・杏@「………」\n$w「………」	`＊Ｂ & Kyou@......\n$w......	`＊Ｂ・杏@「………」\n$w「………」
SEEN3419	257	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3419	726	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3419	762	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3421	118	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3421	125	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3421	146	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3421	151	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3421	412	nonlexical-dialogue	`＊Ｂ@「？」	`＊Ｂ@Hm?	`＊Ｂ@「？」
SEEN3421	528	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3421	907	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3422	89	nonlexical-dialogue	`＊Ｂ@（??）	`＊Ｂ@Huh?	`＊Ｂ@（??）
SEEN3422	127	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3422	135	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3422	516	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3422	556	nonlexical-dialogue	`＊Ｂ@「…？」	`＊Ｂ@...?	`＊Ｂ@「…？」
SEEN3422	614	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3422	862	nonlexical-dialogue	`＊Ｂ@「…？」	`＊Ｂ@...?	`＊Ｂ@「…？」
SEEN3422	1667	nonlexical-dialogue	`＊Ｂ@「…？」	`＊Ｂ@...?	`＊Ｂ@「…？」
SEEN3422	1709	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3422	1994	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3422	2112	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3422	2130	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3422	2186	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3422	2276	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3422	2348	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3422	2476	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3422	2626	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3423	336	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3423	354	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3423	366	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3423	616	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3423	640	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3423	1033	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3423	1290	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3423	1375	nonlexical-dialogue	`＊Ｂ@「？」	`＊Ｂ@?	`＊Ｂ@「？」
SEEN3423	1405	nonlexical-dialogue	`＊Ｂ@「………？」	`＊Ｂ@...?	`＊Ｂ@「………？」
SEEN3423	1595	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3423	1685	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3423	1729	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3424	22	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3424	34	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3424	950	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3424	972	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3424	1030	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3424	1237	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3424	1251	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3424	1369	nonlexical-dialogue	`＊Ｂ@「…？」	`＊Ｂ@...?	`＊Ｂ@「…？」
SEEN3424	1409	nonlexical-dialogue	`＊Ｂ@「…??」	`＊Ｂ@...?	`＊Ｂ@「…??」
SEEN3424	1449	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3424	1693	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3424	2023	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3424	2085	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3424	2123	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3424	2595	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3424	2619	nonlexical-dialogue	`＊Ｂ@「……」	`＊Ｂ@...	`＊Ｂ@「……」
SEEN3424	2629	nonlexical-dialogue	`＊Ｂ@「…」	`＊Ｂ@...	`＊Ｂ@「…」
SEEN3424	3076	nonlexical-dialogue	`＊Ｂ@「…！」	`＊Ｂ@...!	`＊Ｂ@「…！」
SEEN3424	3109	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3424	3345	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3425	48	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3425	62	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3425	517	nonlexical-dialogue	`＊Ｂ@$S040（………）	`＊Ｂ@$S040(...)	`＊Ｂ@$S040（………）
SEEN3425	569	nonlexical-dialogue	`＊Ｂ@$S040（………）	`＊Ｂ@$S040(...)	`＊Ｂ@$S040（………）
SEEN3425	1109	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3425	1123	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3425	1295	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3425	1602	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3425	2313	nonlexical-dialogue	`＊Ｂ@「………？」	`＊Ｂ@...?	`＊Ｂ@「………？」
SEEN3425	3598	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3425	3660	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3425	4193	nonlexical-dialogue	`＊Ｂ@「？」	`＊Ｂ@?	`＊Ｂ@「？」
SEEN3425	4229	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3426	69	nonlexical-dialogue	`＊Ｂ@「!!?」	`＊Ｂ@?!	`＊Ｂ@「!!?」
SEEN3426	185	nonlexical-dialogue	`＊Ｂ@「…!?」	`＊Ｂ@...?!	`＊Ｂ@「…!?」
SEEN3426	295	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3426	818	nonlexical-dialogue	`＊Ｂ@「…？」	`＊Ｂ@...?	`＊Ｂ@「…？」
SEEN3426	984	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3426	1486	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3426	2128	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3426	2150	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3426	2483	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3426	2527	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3426	2531	nonlexical-dialogue	`＊Ｂ@「……」	`＊Ｂ@...	`＊Ｂ@「……」
SEEN3426	2535	nonlexical-dialogue	`＊Ｂ@「…」	`＊Ｂ@...	`＊Ｂ@「…」
SEEN3426	2557	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3426	2575	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3426	2721	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3426	2925	nonlexical-dialogue	`＊Ｂ@「…?!」	`＊Ｂ@...?!	`＊Ｂ@「…?!」
SEEN3426	3169	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3426	3756	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3428	51	nonlexical-dialogue	`＊Ｂ@「…？」	`＊Ｂ@...?	`＊Ｂ@「…？」
SEEN3428	59	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3428	115	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3428	158	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3428	312	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@.........	`＊Ｂ@「………」
SEEN3428	314	nonlexical-dialogue	`＊Ｂ@「……」	`＊Ｂ@......	`＊Ｂ@「……」
SEEN3428	316	nonlexical-dialogue	`＊Ｂ@「…」	`＊Ｂ@...	`＊Ｂ@「…」
SEEN3428	1161	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3428	2176	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3428	2421	nonlexical-dialogue	`＊Ｂ@「…？」	`＊Ｂ@...?	`＊Ｂ@「…？」
SEEN3428	2523	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3428	2559	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3429	168	nonlexical-dialogue	`＊Ｂ@「…??」	`＊Ｂ@...??	`＊Ｂ@「…??」
SEEN3429	1115	nonlexical-dialogue	`＊Ｂ@（………）	`＊Ｂ@(...)	`＊Ｂ@（………）
SEEN3429	1350	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3429	1538	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3430	385	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@......	`＊Ｂ@「………」
SEEN3430	803	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3430	1120	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3430	1164	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3501	825	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3501	922	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3501	954	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3501	977	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3501	991	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3501	1129	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3501	1446	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3501	1661	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3502	973	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3502	1297	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3502	1393	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3502	1551	nonlexical-dialogue	`＊Ｂ@「…？」	`＊Ｂ@...?	`＊Ｂ@「…？」
SEEN3502	1863	nonlexical-dialogue	`＊Ｂ@「……？」	`＊Ｂ@...?	`＊Ｂ@「……？」
SEEN3502	1871	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3502	2144	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3502	3551	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3503	343	nonlexical-dialogue	`＊Ｂ@「…？」	`＊Ｂ@...?	`＊Ｂ@「…？」
SEEN3503	367	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3503	387	nonlexical-dialogue	`＊Ｂ@「…？」	`＊Ｂ@...?	`＊Ｂ@「…？」
SEEN3503	1113	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3503	1881	nonlexical-dialogue	`＊Ｂ@「…？」	`＊Ｂ@...?	`＊Ｂ@「…？」
SEEN3503	1959	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3503	2886	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3503	3020	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3503	3061	nonlexical-dialogue	`＊Ｂ@「…！」	`＊Ｂ@...!	`＊Ｂ@「…！」
SEEN3503	3100	nonlexical-dialogue	`＊Ｂ@「?!」	`＊Ｂ@?!	`＊Ｂ@「?!」
SEEN3503	3525	nonlexical-dialogue	`＊Ｂ@「…？…」	`＊Ｂ@...?	`＊Ｂ@「…？…」
SEEN3504	95	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3505	1000	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3505	1367	nonlexical-dialogue	`椋@「？」	`Ryou@?	`椋@「？」
SEEN3505	1399	nonlexical-dialogue	`＊Ｂ@「…？」	`＊Ｂ@...?	`＊Ｂ@「…？」
SEEN3505	2037	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3505	2321	nonlexical-dialogue	`＊Ｂ@「………」	`＊Ｂ@...	`＊Ｂ@「………」
SEEN3505	2511	nonlexical-dialogue	`＊Ｂ@「…？」	`＊Ｂ@...?	`＊Ｂ@「…？」
SEEN3506	49	nonlexical-dialogue	`＊Ｂ@「…？」	`＊Ｂ@...?	`＊Ｂ@「…？」
SEEN3506	129	nonlexical-dialogue	`＊Ｂ@「……？」	`＊Ｂ@...?	`＊Ｂ@「……？」
SEEN3506	238	nonlexical-dialogue	`＊Ｂ@「…？」	`＊Ｂ@...?	`＊Ｂ@「…？」
